Media,Detail,Unit,Concentration,Year,Month,Longitude_east,Latitude_north,Reference,Sample_Size_and scope,Methodology,Backup_information
water,surface water,ng/L,900,2019,1,110.206167,19.753778,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 224 drainage channels","Surface water was collected at depths below 252 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.203 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.233056,19.739306,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 225 drainage channels","Surface water was collected at depths below 253 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.204 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.25475,19.728722,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 226 drainage channels","Surface water was collected at depths below 254 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.205 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.245167,19.7165,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 227 drainage channels","Surface water was collected at depths below 255 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.206 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.275889,19.696694,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 228 drainage channels","Surface water was collected at depths below 256 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.207 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.283,19.710417,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 229 drainage channels","Surface water was collected at depths below 257 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.208 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.329611,19.712028,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 230 drainage channels","Surface water was collected at depths below 258 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.209 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.32475,19.720833,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 231 drainage channels","Surface water was collected at depths below 259 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.210 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.347722,19.708833,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 232 drainage channels","Surface water was collected at depths below 260 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.211 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.351917,19.728167,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 233 drainage channels","Surface water was collected at depths below 261 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.212 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.369167,19.708361,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 234 drainage channels","Surface water was collected at depths below 262 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.213 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.373861,19.717722,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 235 drainage channels","Surface water was collected at depths below 263 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.214 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.365694,19.72825,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 236 drainage channels","Surface water was collected at depths below 264 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.215 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.37,19.734528,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 237 drainage channels","Surface water was collected at depths below 265 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.216 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.353611,19.751333,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 238 drainage channels","Surface water was collected at depths below 266 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.217 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.377056,19.748833,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 239 drainage channels","Surface water was collected at depths below 267 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.218 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.369111,19.748833,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 240 drainage channels","Surface water was collected at depths below 268 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.219 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.365222,19.721056,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 241 drainage channels","Surface water was collected at depths below 269 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.220 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.3975,19.7855,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 242 drainage channels","Surface water was collected at depths below 270 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.221 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.384972,19.804083,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 243 drainage channels","Surface water was collected at depths below 271 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.222 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.391694,19.801083,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 244 drainage channels","Surface water was collected at depths below 272 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.223 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.385361,19.823806,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 245 drainage channels","Surface water was collected at depths below 273 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.224 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.395694,19.824694,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 246 drainage channels","Surface water was collected at depths below 274 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.225 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.398028,19.840806,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 247 drainage channels","Surface water was collected at depths below 275 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.226 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.420083,19.843278,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 248 drainage channels","Surface water was collected at depths below 276 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.227 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.380667,19.765639,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 249 drainage channels","Surface water was collected at depths below 277 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.228 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.419222,19.897611,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 250 drainage channels","Surface water was collected at depths below 278 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.229 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.42625,19.886278,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 251 drainage channels","Surface water was collected at depths below 279 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.230 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.431833,19.906778,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 252 drainage channels","Surface water was collected at depths below 280 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.231 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.425694,19.925972,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 253 drainage channels","Surface water was collected at depths below 281 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.232 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.425806,19.933194,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 254 drainage channels","Surface water was collected at depths below 282 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.233 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.421333,19.9395,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 255 drainage channels","Surface water was collected at depths below 283 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.234 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.268528,19.159278,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 256 drainage channels","Surface water was collected at depths below 284 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.235 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.292667,19.15375,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 257 drainage channels","Surface water was collected at depths below 285 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.236 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.315778,19.1665,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 258 drainage channels","Surface water was collected at depths below 286 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.237 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.311861,19.157333,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 259 drainage channels","Surface water was collected at depths below 287 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.238 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.334167,19.152917,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 260 drainage channels","Surface water was collected at depths below 288 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.239 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.3555,19.182028,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 261 drainage channels","Surface water was collected at depths below 289 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.240 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.368111,19.183722,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 262 drainage channels","Surface water was collected at depths below 290 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.241 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.366917,19.190417,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 263 drainage channels","Surface water was collected at depths below 291 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.242 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.396861,19.209167,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 264 drainage channels","Surface water was collected at depths below 292 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.243 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.410306,19.2285,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 265 drainage channels","Surface water was collected at depths below 293 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.244 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.409278,19.243917,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 266 drainage channels","Surface water was collected at depths below 294 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.245 μg/L, respectively. Chlorpyrifos was the primary LP detected"
